,dms_id,protein_name,uniprot_id,dms_name,offset,protein_properties,dms_assay,Ascan_id,ascan_assay,dmsa_id,assumed_compatibility,reason,note
317,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kopecka_barbetay,Functioning CBS catalyze production of cyestine. Experiment is done with or without molecules facilitating folding that can potentially be used as drugs.,urn:mavedb:00000005-a-5@cbs_kopecka_barbetay,Low,AS assay selects on drug response of the target protein.,Drug-like molecule involved
320,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kopecka_barglyn,Functioning CBS catalyze production of cyestine. Experiment is done with or without molecules facilitating folding that can potentially be used as drugs.,urn:mavedb:00000005-a-5@cbs_kopecka_barglyn,Low,AS assay selects on drug response of the target protein.,Drug-like molecule involved
319,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kopecka_barglyy,Functioning CBS catalyze production of cyestine. Experiment is done with or without molecules facilitating folding that can potentially be used as drugs.,urn:mavedb:00000005-a-5@cbs_kopecka_barglyy,Low,AS assay selects on drug response of the target protein.,Drug-like molecule involved
299,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kopecka_tetraala0,Functioning CBS will form tetramers which is quantified from western blot. Experiment is done with or without vitamine B precursor.,urn:mavedb:00000005-a-5@cbs_kopecka_tetraala0,Medium,"One assay measures protein general property, but the other measures a specific one.",
300,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kopecka_tetraala5,Functioning CBS will form tetramers which is quantified from western blot. Experiment is done with or without vitamine B precursor.,urn:mavedb:00000005-a-5@cbs_kopecka_tetraala5,Medium,"One assay measures protein general property, but the other measures a specific one.",
301,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kopecka_tetrabeta0,Functioning CBS will form tetramers which is quantified from western blot. Experiment is done with or without molecules facilitating protein folding that can potentially be used as drugs.,urn:mavedb:00000005-a-5@cbs_kopecka_tetrabeta0,Low,AS assay selects on drug response of the target protein.,Drug-like molecule involved
302,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kopecka_tetrabeta1,Functioning CBS will form tetramers which is quantified from western blot. Experiment is done with or without molecules facilitating protein folding that can potentially be used as drugs.,urn:mavedb:00000005-a-5@cbs_kopecka_tetrabeta1,Low,AS assay selects on drug response of the target protein.,Drug-like molecule involved
303,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kopecka_tetragly0,Functioning CBS will form tetramers which is quantified from western blot. Experiment is done with or without molecules facilitating protein folding that can potentially be used as drugs.,urn:mavedb:00000005-a-5@cbs_kopecka_tetragly0,Low,AS assay selects on drug response of the target protein.,Drug-like molecule involved
304,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kopecka_tetragly7,Functioning CBS will form tetramers which is quantified from western blot. Experiment is done with or without molecules facilitating protein folding that can potentially be used as drugs.,urn:mavedb:00000005-a-5@cbs_kopecka_tetragly7,Low,AS assay selects on drug response of the target protein.,Drug-like molecule involved
305,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kopecka_tetratau0,Functioning CBS will form tetramers which is quantified from western blot. Experiment is done with or without molecules facilitating protein folding that can potentially be used as drugs.,urn:mavedb:00000005-a-5@cbs_kopecka_tetratau0,Low,AS assay selects on drug response of the target protein.,Drug-like molecule involved
306,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kopecka_tetratau5,Functioning CBS will form tetramers which is quantified from western blot. Experiment is done with or without molecules facilitating protein folding that can potentially be used as drugs.,urn:mavedb:00000005-a-5@cbs_kopecka_tetratau5,Low,AS assay selects on drug response of the target protein.,Drug-like molecule involved
298,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_kruger_activity,Functioning CBS catalyze production of cyestine.,urn:mavedb:00000005-a-5@cbs_kruger_activity,Medium,"One assay measures protein general property, but the other measures a specific one.",
321,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_singh_0,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is donw under a specific vitamin B concentration.,urn:mavedb:00000005-a-5@cbs_singh_0,High,Assays both select on protein general property.,
322,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_singh_05,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is donw under a specific vitamin B concentration.,urn:mavedb:00000005-a-5@cbs_singh_05,High,Assays both select on protein general property.,
323,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_singh_1,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is donw under a specific vitamin B concentration.,urn:mavedb:00000005-a-5@cbs_singh_1,High,Assays both select on protein general property.,
324,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_singh_2,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is donw under a specific vitamin B concentration.,urn:mavedb:00000005-a-5@cbs_singh_2,High,Assays both select on protein general property.,
325,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_singh_4,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is donw under a specific vitamin B concentration.,urn:mavedb:00000005-a-5@cbs_singh_4,High,Assays both select on protein general property.,
326,urn:mavedb:00000005-a-5,CBS,P35520,CBS_Low-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in low vitamin B condition.,cbs_singh_400,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is donw under a specific vitamin B concentration.,urn:mavedb:00000005-a-5@cbs_singh_400,High,Assays both select on protein general property.,
362,urn:mavedb:00000005-a-6,CBS,P35520,CBS_High-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in high vitamin B condition.,cbs,Functioning CBS is essential for the growth of yeast without other cysteine source. Scores are normalized by growth with cysteine supply.,urn:mavedb:00000005-a-6@cbs,High,Assays both select on protein general property.,
332,urn:mavedb:00000005-a-6,CBS,P35520,CBS_High-B6,0,It is an enzyme that transforms serine to cysteine facilitated by vitamin B. It is essential when no other cysteine source is available.,Functioning CBS is essential for the growth of yeast without other cysteine source. The experiment is in high vitamin B condition.,cbs_18_met,Functioning CBS catalyze production of cyestine. Low temperature may rescue misfolded CBS. AdoMet is a natural allosteric activator of CBS.,urn:mavedb:00000005-a-6@cbs_18_met,Medium,"One assay measures protein general property, but the other measures a specific one.",
